Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,AccountAge
$0.26 ,$15 ,1,19,1,1,1,0,0,0,1,1,1
$8.43 ,"$2,725 ",1,23,1,1,0,0,0,0,1,1,3
$1.42 ,$18 ,1,31,0,1,0,0,0,0,0,1,6
$4.52 ,$764 ,1,27,0,1,0,0,0,0,1,1,6
$2.06 ,$472 ,1,29,0,1,0,0,0,0,1,1,6
$3.25 ,$984 ,1,35,0,1,0,0,0,0,0,1,6
$0.57 ,$395 ,1,27,0,1,0,0,0,0,0,1,5
$3.27 ,"$1,285 ",1,26,0,1,0,0,0,0,0,1,9
$0.92 ,"$1,149 ",1,32,0,1,0,0,0,0,0,1,9
$6.08 ,"$1,950 ",1,26,1,1,0,0,0,0,1,1,3
$0.44 ,$26 ,1,31,1,1,0,0,1,0,1,1,11
$1.70 ,"$10,897 ",1,29,1,1,0,1,0,0,1,1,8
$4.06 ,$806 ,1,31,1,1,1,0,0,0,1,1,7
$0.14 ,$4 ,1,30,1,1,0,0,0,0,0,1,9
$0.63 ,$48 ,1,33,1,1,1,0,0,0,1,1,4
$3.69 ,$977 ,1,26,1,1,1,0,1,0,0,1,4
$3.38 ,$522 ,1,26,1,1,0,0,0,1,0,1,7
$10.32 ,"$1,855 ",1,26,1,1,1,0,0,0,1,1,7
$2.74 ,"$4,677 ",1,30,0,1,0,0,0,0,0,1,11
$1.49 ,$897 ,1,27,1,1,0,0,0,0,0,1,6
$3.04 ,"$1,166 ",1,29,1,1,0,0,0,0,1,1,7
$1.00 ,"$1,245 ",1,32,0,1,0,0,0,1,1,1,10
$0.59 ,"$1,053 ",1,27,1,1,1,0,1,0,1,1,5
$0.43 ,$173 ,1,29,1,1,0,0,1,0,1,1,6
$0.38 ,$12 ,1,26,1,1,1,0,0,0,1,1,6
$3.32 ,"$3,495 ",1,30,1,1,0,1,0,0,1,1,7
$3.78 ,"$4,949 ",1,28,1,1,1,1,0,0,0,1,9
$0.82 ,$611 ,1,42,0,1,0,0,0,0,1,1,6
$0.64 ,$805 ,1,36,0,1,0,0,0,0,1,1,10
$2.68 ,"$5,196 ",1,41,1,1,1,0,0,1,0,1,11
$5.75 ,"$2,392 ",1,38,1,1,1,1,0,1,1,1,1
$1.00 ,"$1,400 ",1,44,1,1,0,0,0,1,1,1,3
$0.29 ,$8 ,1,39,1,1,0,0,0,0,0,1,12
$5.43 ,"$1,425 ",1,42,1,1,0,0,0,0,0,1,1
$0.13 ,$44 ,1,50,0,1,0,0,0,0,0,1,8
$0.69 ,$66 ,1,65,0,1,0,0,0,0,0,1,2
$1.00 ,$161 ,1,51,1,1,1,0,0,1,1,1,12
$0.25 ,$9 ,1,60,0,1,0,0,0,0,0,1,8
$7.88 ,$827 ,1,26,0,1,0,0,0,0,0,1,3
$2.92 ,$771 ,1,32,0,1,0,0,0,0,0,1,10
$0.08 ,$3 ,1,26,0,1,0,0,0,0,1,1,7
$0.25 ,$15 ,1,28,0,1,0,0,0,0,0,1,8
$5.36 ,$590 ,1,30,0,1,0,0,0,0,1,1,7
$0.69 ,$8 ,1,31,0,1,0,0,0,0,1,1,6
$0.07 ,$15 ,1,35,0,1,0,0,0,0,0,1,6
$4.84 ,$608 ,1,34,0,1,0,0,0,0,1,1,10
$8.32 ,"$3,684 ",1,30,1,1,0,0,1,1,1,1,9
$0.71 ,$110 ,1,29,0,1,0,0,1,0,1,1,8
$0.27 ,$6 ,1,30,0,1,0,0,1,0,0,1,6
$1.84 ,$946 ,1,30,0,1,0,0,0,1,0,1,1
$0.98 ,$563 ,1,31,1,1,0,1,0,0,1,1,1
$4.28 ,"$7,043 ",1,26,1,1,1,1,0,0,0,1,4
$3.19 ,"$5,512 ",1,28,1,1,1,1,0,1,1,1,3
$1.76 ,$403 ,1,28,1,1,0,0,0,0,1,1,5
$3.43 ,"$4,201 ",1,28,0,1,0,0,0,0,1,1,10
$0.57 ,"$1,884 ",1,38,0,1,0,0,0,0,1,1,6
$0.93 ,$459 ,1,36,1,1,0,0,1,0,1,1,11
$2.32 ,$109 ,1,36,1,1,0,0,1,1,1,1,8
$8.00 ,"$1,879 ",1,48,0,1,0,0,0,0,1,1,6
$0.28 ,$20 ,1,59,1,1,0,0,0,0,1,1,7
$0.65 ,$180 ,1,47,1,1,0,0,0,1,1,1,6
$1.88 ,$13 ,1,47,1,1,0,0,0,0,1,1,8
$1.11 ,$11 ,1,24,1,1,0,0,1,0,1,1,4
$1.53 ,$369 ,1,21,1,1,0,0,0,0,1,1,3
$3.34 ,$511 ,1,33,0,1,0,0,0,0,1,1,7
$3.02 ,$627 ,1,28,0,1,0,0,0,0,0,1,6
$1.34 ,"$4,079 ",1,30,1,1,0,0,0,0,1,1,5
$0.21 ,$15 ,1,28,1,1,1,0,1,0,1,1,10
$2.42 ,$788 ,1,33,1,1,1,0,1,0,0,1,12
$2.35 ,$436 ,1,31,0,1,0,0,0,0,0,1,7
$1.64 ,$985 ,1,39,0,1,0,0,0,0,1,1,5
$0.67 ,$11 ,1,40,0,1,0,0,0,0,1,1,6
$4.44 ,$595 ,1,25,0,1,0,0,0,0,1,1,7
$5.09 ,"$3,632 ",1,24,1,1,0,1,1,0,1,1,8
$9.16 ,"$2,068 ",1,21,1,1,0,0,0,0,0,1,5
$2.66 ,"$2,161 ",1,25,1,1,0,1,0,0,0,1,0
$3.56 ,"$1,043 ",1,21,1,1,0,0,0,0,1,1,3
$1.80 ,$465 ,1,25,1,1,1,0,0,0,1,1,1
$3.82 ,"$1,044 ",1,21,1,1,0,0,0,0,1,1,1
$0.38 ,$245 ,1,23,1,1,0,0,0,0,1,1,1
$1.54 ,$916 ,1,21,1,1,0,0,0,0,1,1,4
$1.25 ,"$1,431 ",1,19,1,1,0,1,0,0,1,1,2
$1.35 ,$505 ,1,21,1,1,0,0,0,0,1,1,1
$2.31 ,"$1,341 ",1,26,0,1,0,0,0,0,0,1,5
$3.35 ,"$2,103 ",1,26,0,1,0,0,0,0,0,1,7
$0.07 ,$13 ,1,31,0,1,0,0,0,0,0,1,8
$5.18 ,"$2,186 ",1,27,0,1,0,0,0,0,1,1,5
$0.84 ,$8 ,1,34,0,1,0,0,0,0,0,1,5
$6.89 ,"$1,235 ",1,29,0,1,0,0,0,0,1,1,6
$2.44 ,"$1,813 ",1,28,0,1,0,0,0,0,0,1,5
$1.99 ,"$2,690 ",1,35,0,1,0,0,0,0,1,1,10
$1.26 ,$460 ,1,29,0,1,0,0,0,0,0,1,6
$0.96 ,$46 ,1,29,0,1,0,0,0,0,0,1,8
$0.53 ,$386 ,1,32,0,1,0,0,0,0,0,1,6
$3.70 ,"$1,647 ",1,33,0,1,0,0,0,0,1,1,7
$3.24 ,"$2,824 ",1,28,1,1,0,0,0,1,1,1,8
$0.07 ,$31 ,1,33,1,1,1,0,0,1,0,1,7
$3.29 ,$880 ,1,27,1,1,1,0,1,0,0,1,6
$0.85 ,"$14,301 ",0,33,1,0,0,1,1,1,1,1,3
$25.01 ,"$5,060 ",1,30,1,1,1,1,0,1,1,1,3
$3.04 ,"$1,001 ",1,27,1,1,0,0,0,0,0,1,9
$0.03 ,$12 ,1,28,0,1,0,0,1,0,1,1,5
$3.31 ,"$1,828 ",1,35,1,1,0,0,0,0,0,1,16
$1.74 ,$236 ,1,31,1,1,0,0,0,0,0,1,8
$1.29 ,"$2,730 ",1,27,1,1,0,1,1,0,0,1,8
$0.60 ,"$1,403 ",1,27,1,1,0,0,0,0,0,1,9
$1.71 ,$215 ,1,28,0,1,0,0,1,0,1,1,9
$2.52 ,"$6,599 ",1,29,1,1,0,1,0,0,1,1,6
$2.32 ,"$1,671 ",1,30,1,1,0,0,0,0,1,1,10
$3.29 ,$785 ,1,30,1,1,0,0,0,0,1,1,6
$2.98 ,$490 ,1,33,1,1,0,0,0,0,1,1,3
$0.76 ,"$2,336 ",1,34,1,1,1,1,0,1,1,1,2
$3.75 ,"$4,140 ",1,30,1,1,0,0,0,1,1,1,8
$0.92 ,$829 ,1,43,0,1,0,0,0,0,0,1,7
$1.75 ,"$1,235 ",1,37,1,1,1,0,0,1,1,1,16
$6.37 ,"$18,222 ",1,44,1,1,0,1,0,1,0,1,6
$1.92 ,$986 ,1,38,1,1,0,0,0,0,1,1,5
$3.05 ,"$2,448 ",1,43,1,1,1,1,0,1,1,1,9
$0.44 ,$61 ,1,38,1,1,0,0,0,0,1,1,6
$0.45 ,$12 ,1,38,1,1,0,0,0,0,1,1,13
$0.23 ,$13 ,1,53,0,1,0,0,0,0,0,1,6
$2.93 ,$343 ,1,48,0,1,0,0,0,0,1,1,7
$0.10 ,$51 ,1,49,0,1,0,0,0,0,1,1,6
$0.09 ,$5 ,1,51,0,1,0,0,0,0,1,1,9
$1.22 ,"$1,294 ",1,49,1,1,0,0,1,0,0,1,6
$0.11 ,$90 ,1,52,1,1,0,0,1,0,0,1,15
$0.56 ,$12 ,1,64,1,1,1,0,0,0,0,1,11
$1.24 ,"$45,016 ",0,93,0,0,1,1,1,0,1,1,3
$0.89 ,$5 ,1,15,0,1,0,0,0,0,0,1,7
$3.45 ,$29 ,1,17,1,1,0,0,0,0,1,1,3
$9.31 ,"$8,194 ",1,25,1,1,0,1,1,0,0,1,5
$0.58 ,$210 ,1,21,1,1,0,0,0,0,0,1,2
$0.58 ,$760 ,1,21,0,1,0,0,0,0,1,1,3
$1.31 ,"$2,213 ",1,24,1,1,0,1,0,0,0,1,7
$3.31 ,$518 ,1,25,1,1,0,0,1,0,0,1,8
$2.30 ,"$1,995 ",1,25,1,1,1,0,0,0,1,1,5
$0.47 ,$14 ,1,22,1,1,0,0,0,0,1,1,2
$2.30 ,"$5,716 ",1,24,1,1,0,1,1,0,0,1,5
$1.49 ,"$11,051 ",1,23,1,1,1,1,1,1,1,1,7
$9.33 ,$302 ,1,18,1,1,0,0,0,0,1,1,1
$3.47 ,"$5,301 ",1,24,1,1,1,1,0,0,0,1,2
$2.27 ,"$3,499 ",1,30,0,1,0,0,0,0,1,1,9
$0.13 ,$13 ,1,26,0,1,0,0,0,0,1,1,7
$0.59 ,$14 ,1,28,0,1,0,0,0,0,1,1,8
$2.86 ,$278 ,1,29,0,1,0,0,0,0,0,1,6
$1.15 ,$284 ,1,29,0,1,0,0,0,0,1,1,5
$0.04 ,$3 ,1,27,0,1,0,0,0,0,0,1,8
$1.91 ,$315 ,1,31,0,1,0,0,0,0,0,1,10
$0.64 ,$16 ,1,28,0,1,0,0,0,0,1,1,8
$1.35 ,"$1,036 ",1,31,1,1,0,0,0,0,1,1,9
$1.11 ,$15 ,1,28,0,1,0,0,0,0,0,1,10
$0.46 ,$14 ,1,34,0,1,0,0,0,0,0,1,8
$3.18 ,$440 ,1,35,0,1,0,0,0,0,0,1,7
$1.93 ,"$3,313 ",1,35,0,1,0,0,0,0,0,1,6
$10.02 ,"$2,337 ",1,30,0,1,0,0,0,0,0,1,8
$0.29 ,$9 ,1,26,0,1,0,0,0,0,0,1,6
$0.48 ,$204 ,1,31,0,1,0,0,0,0,0,1,8
$1.92 ,"$3,221 ",1,30,0,1,0,0,0,0,1,1,9
$0.37 ,$7 ,1,28,0,1,0,0,0,0,0,1,8
$2.32 ,$179 ,1,27,1,1,0,0,1,0,0,1,8
$0.18 ,$4 ,1,28,1,1,1,0,0,0,1,1,9
$0.44 ,$13 ,1,28,1,1,0,0,0,0,1,1,9
$0.58 ,$300 ,1,33,1,1,0,0,0,1,0,1,15
$7.24 ,"$1,316 ",1,26,1,1,0,0,0,0,1,1,5
$0.59 ,$13 ,1,35,1,1,0,0,0,0,1,1,10
$3.07 ,"$1,630 ",1,27,1,1,0,0,0,1,1,1,7
$0.20 ,$96 ,1,27,1,1,0,0,0,0,1,1,8
$2.20 ,$37 ,1,28,1,1,0,0,0,0,0,1,10
$1.92 ,$275 ,1,30,1,1,0,0,0,0,0,1,10
$0.18 ,$9 ,1,27,1,1,0,0,0,0,1,1,9
$6.64 ,"$2,522 ",1,29,1,1,0,0,0,0,0,1,9
$3.54 ,"$1,131 ",1,28,1,1,1,1,0,1,1,1,9
$0.33 ,$37 ,1,26,1,1,0,0,0,1,0,1,8
$0.48 ,$58 ,1,34,1,1,0,0,0,0,0,1,9
$2.10 ,"$4,014 ",1,27,1,1,1,1,0,1,1,1,5
$0.14 ,$9 ,1,29,1,1,0,0,0,0,1,1,9
$7.40 ,$468 ,1,28,1,1,0,0,0,0,1,1,10
$8.86 ,"$8,007 ",1,28,1,1,0,1,0,0,1,1,8
$1.53 ,"$3,664 ",1,27,1,1,0,0,0,0,1,1,6
$4.03 ,"$45,000 ",0,35,1,0,0,0,1,1,0,1,7
$3.85 ,"$13,241 ",1,29,1,1,0,1,0,1,1,1,5
$1.01 ,$200 ,1,28,1,1,0,0,0,0,0,1,5
$1.88 ,"$9,525 ",1,29,1,1,1,1,1,1,1,1,8
$1.10 ,$306 ,1,27,1,1,0,0,0,0,0,1,9
$1.57 ,"$3,008 ",1,42,0,1,0,0,0,0,0,1,9
$1.52 ,"$1,180 ",1,36,0,1,0,0,0,0,0,1,8
$0.05 ,$5 ,1,45,0,1,0,0,0,0,1,1,6
$4.58 ,"$2,451 ",1,38,0,1,0,0,0,0,1,1,7
$1.13 ,"$1,189 ",1,37,1,1,0,0,0,0,1,1,6
$3.31 ,$860 ,1,38,1,1,1,0,0,0,0,1,14
$1.05 ,$236 ,1,62,0,1,0,0,0,0,1,1,6
$8.05 ,"$4,681 ",1,58,0,1,1,0,0,0,0,1,6
$1.14 ,"$11,354 ",1,59,1,1,1,0,0,1,0,1,9
$1.52 ,"$1,509 ",1,55,1,1,0,0,1,0,1,1,10
$8.72 ,"$5,687 ",1,47,1,1,1,0,1,1,0,1,17
$8.29 ,"$1,705 ",1,46,0,1,0,0,1,0,1,1,4
$0.95 ,$601 ,1,61,1,1,1,0,0,0,0,1,16
$0.70 ,"$1,021 ",1,47,1,1,0,0,1,1,0,1,14
$0.99 ,$124 ,1,57,1,1,1,0,1,1,1,1,11
$6.94 ,"$1,205 ",1,23,0,1,0,0,0,0,0,1,1
$2.56 ,$314 ,1,22,1,1,0,0,0,0,0,1,2
$3.04 ,"$2,090 ",1,24,1,1,0,0,0,0,1,1,4
$4.03 ,"$1,118 ",1,21,1,1,1,1,1,0,0,1,4
$0.77 ,$101 ,1,24,1,1,0,0,0,0,1,1,6
$0.31 ,$115 ,1,20,1,1,0,0,0,0,0,1,2
$0.89 ,$90 ,1,19,1,1,0,0,0,0,1,1,2
$0.19 ,$10 ,1,18,1,1,0,0,0,0,1,1,3
$0.37 ,$13 ,1,19,1,1,0,0,0,0,1,1,1
$1.64 ,$612 ,1,20,1,1,1,0,0,0,0,1,2
$0.97 ,$10 ,1,22,1,1,1,0,0,0,1,1,2
$0.42 ,$73 ,1,31,0,1,0,0,0,0,0,1,9
$0.08 ,$10 ,1,32,0,1,0,0,0,0,0,1,8
$0.18 ,$6 ,1,35,0,1,0,0,0,0,1,1,7
$6.51 ,"$1,748 ",1,27,1,1,0,0,0,0,0,1,9
$0.42 ,"$1,629 ",1,31,0,1,0,0,0,0,1,1,9
$2.34 ,$664 ,1,27,0,1,0,0,0,0,1,1,3
$2.92 ,"$2,053 ",1,28,0,1,0,0,0,0,1,1,9
$5.23 ,"$2,322 ",1,30,0,1,0,0,0,0,1,1,7
$1.16 ,$12 ,1,27,0,1,0,0,0,0,1,1,1
$4.14 ,"$13,457 ",1,27,0,1,0,0,0,0,1,1,6
$0.47 ,$16 ,1,26,0,1,0,0,0,0,0,1,7
$11.04 ,"$4,435 ",1,32,0,1,0,0,0,0,0,1,7
$4.51 ,"$1,977 ",1,33,0,1,0,0,0,0,0,1,9
$2.02 ,"$1,998 ",1,35,0,1,0,0,0,0,0,1,8
$0.48 ,$23 ,1,29,0,1,0,0,0,0,0,1,9
$1.15 ,$58 ,1,33,1,1,1,0,1,0,1,1,15
$4.17 ,"$2,283 ",1,32,1,1,1,0,1,0,1,1,7
$2.22 ,"$2,783 ",1,34,0,1,0,0,0,0,1,1,9
$0.16 ,$2 ,1,28,1,1,0,0,0,0,1,1,9
$1.73 ,"$2,561 ",1,33,0,1,1,0,0,0,1,1,6
$1.44 ,$530 ,1,26,1,1,0,0,0,0,1,1,6
$8.17 ,"$1,932 ",1,26,1,1,0,1,0,0,1,1,4
$0.86 ,"$1,039 ",1,34,1,1,0,0,0,0,1,1,1
$1.13 ,"$11,904 ",0,26,1,0,0,1,1,1,0,1,7
$1.48 ,$343 ,1,26,1,1,0,0,0,0,0,1,9
$0.30 ,$10 ,1,28,1,1,0,0,1,0,1,1,5
$0.25 ,$8 ,1,27,1,1,0,0,0,0,0,1,8
$0.31 ,$942 ,1,30,0,1,0,1,0,0,1,1,7
$8.51 ,"$4,262 ",1,27,1,1,0,0,0,0,1,1,10
$2.22 ,$537 ,1,37,0,1,0,0,0,0,1,1,9
$0.86 ,$13 ,1,41,0,1,0,0,0,0,0,1,8
$1.10 ,"$1,712 ",1,36,1,1,0,1,1,0,0,1,9
$1.85 ,"$5,488 ",1,42,1,1,0,0,0,0,0,1,5
$6.70 ,"$1,155 ",1,39,1,1,0,0,0,0,0,1,11
$9.19 ,"$3,667 ",1,40,1,1,0,0,0,0,1,1,7
$0.30 ,$8 ,1,51,0,1,0,0,0,0,0,1,6
$0.25 ,$201 ,1,52,0,1,0,0,0,0,1,1,6
$0.29 ,$11 ,1,50,1,1,0,0,0,0,1,1,7
$0.21 ,$17 ,1,48,1,1,0,0,0,0,0,1,8
$0.52 ,$271 ,1,64,1,1,0,0,1,0,1,1,16
$0.08 ,$6 ,1,63,1,1,1,0,0,0,1,1,15
$1.94 ,"$40,612 ",0,48,0,0,1,0,1,1,1,1,11
$1.17 ,"$1,468 ",1,27,0,1,0,0,0,0,0,1,6
$1.83 ,$140 ,1,30,0,1,0,0,0,0,0,1,4
$2.41 ,"$7,780 ",1,31,0,1,0,0,0,0,1,1,7
$0.11 ,$13 ,1,28,0,1,0,0,0,0,0,1,5
$1.32 ,"$1,133 ",1,32,0,1,0,0,0,0,0,1,7
$6.76 ,"$10,684 ",1,29,1,1,0,0,0,1,0,1,7
$8.05 ,$715 ,1,28,1,1,0,0,0,0,1,1,6
$0.14 ,$10 ,1,33,0,1,0,0,1,0,1,1,7
$2.57 ,"$19,335 ",0,29,0,0,0,1,1,1,1,1,7
$4.23 ,"$1,141 ",1,30,1,1,1,0,1,1,0,1,12
$2.24 ,"$44,531 ",1,28,0,0,0,1,1,1,1,1,6
$1.22 ,$945 ,1,29,1,1,0,0,1,0,0,1,9
$0.42 ,$14 ,1,32,1,1,0,0,1,0,0,1,7
$1.45 ,"$1,982 ",1,26,1,1,0,0,0,0,1,1,6
$0.34 ,$6 ,1,32,1,1,0,0,1,0,0,1,5
$1.66 ,"$1,421 ",1,34,1,1,0,0,0,1,1,1,8
$4.97 ,"$42,284 ",0,30,1,0,0,1,1,1,1,1,6
$0.72 ,$891 ,1,34,1,1,0,0,0,0,1,1,16
$1.16 ,$313 ,1,31,1,1,0,0,1,0,0,1,6
$1.97 ,"$1,963 ",1,27,1,1,1,1,0,0,0,1,10
$5.03 ,"$3,176 ",1,44,1,1,0,0,0,0,1,1,6
$2.89 ,"$2,629 ",1,42,1,1,0,0,0,0,1,1,3
$1.95 ,"$3,777 ",1,39,1,1,0,1,0,1,1,1,5
$11.45 ,"$2,932 ",1,45,1,1,0,1,0,0,1,1,4
$4.22 ,"$1,607 ",1,37,0,1,0,0,0,0,1,1,9
$0.41 ,$109 ,1,39,1,1,0,0,0,1,1,1,2
$3.91 ,$244 ,1,46,0,1,0,0,0,0,1,1,8
$1.32 ,$462 ,1,34,0,1,0,0,0,0,1,1,7
$10.38 ,"$3,352 ",1,33,0,1,0,0,0,0,1,1,5
$2.87 ,"$1,968 ",1,27,0,1,0,0,0,0,1,1,6
$0.71 ,"$1,667 ",1,31,1,1,0,0,0,1,1,1,3
$33.22 ,"$2,983 ",1,32,1,1,1,0,0,1,1,1,10
$0.18 ,$6 ,1,44,0,1,0,0,0,0,1,1,7
$0.60 ,$23 ,1,38,0,1,0,0,0,0,0,1,2
$30.44 ,"$18,266 ",1,38,1,1,0,1,0,1,0,1,7
$8.06 ,"$2,883 ",1,43,0,1,0,0,1,0,0,1,13
$1.44 ,$287 ,1,47,0,1,0,0,0,0,1,1,8
$0.87 ,"$1,497 ",1,22,1,1,0,1,0,1,1,1,6
$0.32 ,$13 ,1,21,1,1,0,0,0,0,1,1,5
$3.28 ,"$5,778 ",1,20,1,1,0,1,0,0,0,1,1
$3.71 ,"$1,713 ",1,18,1,1,1,1,0,0,1,1,2
$17.44 ,"$8,152 ",1,22,0,1,0,1,0,0,1,1,6
$2.16 ,"$1,562 ",1,23,1,1,0,0,1,0,0,1,7
$2.16 ,"$1,100 ",1,24,1,1,0,0,1,0,1,1,8
$1.17 ,"$1,342 ",1,22,1,1,1,1,0,0,1,1,6
$2.87 ,"$2,726 ",1,22,1,1,0,1,0,0,1,1,6
$2.22 ,$32 ,1,23,1,1,0,0,0,0,0,1,0
$0.76 ,$632 ,1,24,1,1,0,0,1,0,0,1,7
$1.91 ,$38 ,1,18,1,1,0,0,0,0,1,1,1
$3.81 ,"$1,188 ",1,22,1,1,0,0,0,0,1,1,6
$0.90 ,"$1,468 ",1,22,1,1,0,1,0,0,0,1,2
$3.57 ,"$2,064 ",1,34,0,1,0,0,0,0,0,1,6
$0.54 ,"$1,188 ",1,26,0,1,0,0,0,0,1,1,8
$3.11 ,$327 ,1,28,0,1,0,0,0,0,1,1,2
$2.51 ,"$18,386 ",1,28,1,1,0,1,0,1,1,1,7
$0.23 ,$2 ,1,28,0,1,0,0,0,0,0,1,5
$3.07 ,"$1,513 ",1,26,0,1,0,0,0,0,0,1,8
$0.37 ,$47 ,1,26,0,1,0,0,0,0,1,1,5
$4.85 ,"$1,239 ",1,26,0,1,0,0,0,0,0,1,5
$0.71 ,"$1,891 ",1,27,0,1,0,0,0,0,1,1,7
$0.53 ,$27 ,1,28,0,1,0,0,0,0,1,1,6
$1.67 ,"$2,129 ",1,31,0,1,0,0,0,0,1,1,6
$6.58 ,$387 ,1,31,0,1,0,0,0,0,0,1,7
$1.95 ,$13 ,1,28,0,1,0,0,0,0,0,1,6
$0.55 ,$639 ,1,32,0,1,0,0,0,0,1,1,9
$1.69 ,"$1,076 ",1,26,0,1,0,0,0,0,1,1,5
$1.49 ,$421 ,1,33,0,1,0,0,0,1,0,1,8
$0.38 ,$14 ,1,32,0,1,0,0,0,0,1,1,9
$0.38 ,$293 ,1,29,0,1,0,0,0,0,0,1,9
$1.33 ,$156 ,1,30,0,1,0,0,0,0,1,1,9
$0.38 ,$13 ,1,31,0,1,0,0,0,0,0,1,5
$3.31 ,"$1,319 ",1,31,0,1,0,0,0,0,0,1,6
$2.90 ,"$2,322 ",1,27,1,1,0,0,1,1,1,1,8
$2.22 ,$257 ,1,28,1,1,1,0,0,1,1,1,6
$5.22 ,"$14,190 ",1,29,1,1,0,1,0,0,1,1,9
$1.77 ,"$6,552 ",1,27,1,1,1,1,1,0,1,1,6
$1.90 ,$466 ,1,27,1,1,0,0,1,0,0,1,9
$3.67 ,"$1,739 ",1,26,1,1,0,1,0,0,1,1,6
$5.81 ,"$4,184 ",1,26,1,1,1,1,1,1,1,1,7
$0.65 ,$945 ,1,28,1,1,1,0,0,0,1,1,9
$3.72 ,$987 ,1,26,1,1,0,0,0,0,0,1,8
$3.02 ,"$6,401 ",1,26,1,1,0,1,0,0,1,1,7
$1.46 ,"$4,459 ",1,32,1,1,0,1,0,0,1,1,10
$1.60 ,$399 ,1,27,1,1,0,0,0,0,0,1,6
$1.77 ,"$1,425 ",1,26,1,1,0,0,0,0,1,1,6
$0.81 ,$183 ,1,30,1,1,0,0,0,0,0,1,12
$0.82 ,$636 ,1,26,1,1,1,0,0,0,0,1,5
$4.29 ,"$13,360 ",1,27,1,1,0,1,1,1,0,1,8
$8.09 ,$801 ,1,31,1,1,1,0,0,0,1,1,9
$2.54 ,"$4,590 ",1,29,1,1,0,1,0,0,1,1,7
$0.40 ,$154 ,1,35,1,1,1,0,0,1,1,1,10
$4.55 ,"$35,266 ",0,30,1,0,1,1,1,1,1,1,3
$12.32 ,"$11,202 ",1,26,1,1,0,1,1,1,1,1,2
$1.28 ,$36 ,1,26,1,1,0,0,1,1,1,1,6
$2.05 ,$56 ,1,34,1,1,0,0,1,1,1,1,14
$2.07 ,$216 ,1,33,0,1,0,0,0,0,0,1,7
$7.47 ,"$1,962 ",1,35,0,1,0,0,0,0,0,1,7
$2.11 ,$529 ,1,31,1,1,0,0,0,0,0,1,9
$0.98 ,$968 ,1,28,1,1,0,0,1,1,0,1,8
$0.77 ,$14 ,1,32,1,1,1,0,0,0,1,1,1
$6.54 ,$531 ,1,27,1,1,1,0,1,0,0,1,7
$0.83 ,$632 ,1,29,1,1,0,0,0,0,1,1,2
$5.81 ,"$6,274 ",1,26,1,1,1,1,0,0,1,1,1
$0.39 ,$195 ,1,34,1,1,0,0,0,0,1,1,8
$2.82 ,"$7,760 ",1,26,1,1,0,1,0,0,0,1,2
$0.65 ,$261 ,1,28,1,1,0,0,0,0,1,1,9
$1.60 ,$856 ,1,38,0,1,0,0,0,0,1,1,9
$0.30 ,$15 ,1,39,0,1,0,0,0,0,1,1,9
$1.70 ,$865 ,1,37,0,1,0,0,0,0,0,1,10
$4.28 ,"$1,440 ",1,42,1,1,1,0,0,0,0,1,1
$8.77 ,"$15,341 ",1,41,1,1,0,1,0,0,1,1,16
$0.94 ,$729 ,1,37,1,1,1,0,1,1,0,1,14
$0.96 ,$236 ,1,37,0,1,0,0,0,0,0,1,15
$3.10 ,"$5,844 ",1,45,0,1,0,0,0,0,0,1,7
$0.22 ,$73 ,1,49,0,1,0,0,0,0,0,1,3
$0.36 ,$552 ,1,51,0,1,0,0,0,0,1,1,6
$0.14 ,$11 ,1,62,0,1,0,0,0,0,0,1,9
$5.55 ,"$3,543 ",1,60,0,1,0,0,0,0,0,1,7
$1.96 ,"$1,963 ",1,47,0,1,0,0,0,0,1,1,8
$0.12 ,$7 ,1,47,0,1,0,0,0,0,1,1,6
$5.66 ,"$7,338 ",1,46,1,1,1,1,0,1,0,1,5
$0.41 ,$157 ,1,58,1,1,0,0,1,1,1,1,16
$1.58 ,"$1,046 ",1,59,1,1,0,0,0,1,1,1,8
$0.62 ,"$7,060 ",1,64,1,1,0,0,1,1,0,1,13
$0.70 ,$17 ,1,57,1,1,0,0,0,0,1,1,14
$0.37 ,$9 ,1,59,1,1,0,0,0,0,0,1,8
$2.68 ,"$9,683 ",1,47,1,1,0,0,1,1,1,1,13
$2.52 ,$399 ,1,47,1,1,0,0,0,1,1,1,7
$0.18 ,$31 ,1,24,0,1,0,0,0,0,0,1,2
$0.11 ,$49 ,1,19,1,1,1,0,0,1,0,1,2
$7.37 ,$327 ,1,25,1,1,0,0,0,0,1,1,8
$0.56 ,$26 ,1,22,1,1,1,0,1,0,1,1,1
$0.46 ,$201 ,1,20,1,1,1,0,0,0,1,1,4
$5.22 ,"$5,027 ",1,25,1,1,0,1,0,0,0,1,8
$0.49 ,$27 ,1,21,1,1,1,0,0,0,0,1,0
$2.00 ,$752 ,1,24,1,1,0,0,0,0,0,1,3
$0.38 ,$246 ,1,25,1,1,0,0,0,1,1,1,1
$2.23 ,"$3,439 ",1,25,1,1,0,1,0,0,1,1,6
$0.22 ,$6 ,1,18,1,1,0,0,0,0,0,1,2
$0.88 ,"$3,675 ",1,23,1,1,0,1,1,0,0,1,7
$9.36 ,"$4,507 ",1,21,1,1,0,1,0,0,0,1,3
$7.87 ,"$5,155 ",1,25,1,1,0,1,0,0,1,1,6
